Tip,chinese_name,episode,movie_name,ranking,score,score_num,summary
"
7话 / 2012年12月19日 / 石原立也 ",DEPTH OF FIELD ～ 爱与憎恨的剧场,7,DEPTH OF FIELD ～ 愛と憎しみ劇場,3839,6.5,(374人评分),"『DEPTH OF FIELD 〜 愛と憎しみ劇場』はDVD&Blu-ray各巻収録の未放送ショートムービー。全7話。,
,
2012年底开始连载的SP小品剧集，大约每个月出一集。人物启用《中二病也要谈恋爱》TV版的原班人马，第1集登场的角色有六花和早苗。,
,
《DEPTH OF FIELD》的编剧不再是《中二病》TV版的花田十辉，而是由监督石原立也和剧组各人员共同完成。"
"
1话 / 2016-04-23 / 柳沢テツヤ / HoneyWorks ",从很久以前就喜欢你了。～告白实行委员会～,1,ずっと前から好きでした。～告白実行委員会～,3840,6.5,(561人评分),"因为这是最后的练习——。,
樱丘高中三年级的榎本夏树，单恋着青梅竹马的濑户口优。,
但，她无法变得坦率，于是说要把优当做告白的“练习”对象。,
在一直隐藏着真正心情的过程中，,
夏树被同班同学绫濑恋雪邀请去约会……？,
夏树的“练习”能否演变成为“正戏”！？"
"
12话 / 2019年1月9日 ",明治东京恋伽,12,明治東亰恋伽,3841,6.3,(114人评分),非常普通的女高中生主人公在一个红色满月之夜，遇见了一位自称是“魔术师”查理的人相遇。借助查理的手穿越到了明治时代。在这里，存在着很多奇怪的东西，这就是明治时代的“东京”。在查理的引导下，到达了鹿鸣馆。等待潜入晚会主人公的是森欧外、菱田春草、川上音二郎、泉镜花、藤田五郎、小泉八云等历史上的人物们。在不熟悉的时代，在生活中与帅哥们的接触让她萌生了恋慕心。主人公是回到原来的时代呢，还是……？超越时空的爱……究竟结果是？───请闭上眼睛。现在开始就要揭露本世纪最大的魔术我数三个数，你的身体就会从这个世界消失准备好了嘛？那么…… 3、2、1、来吧，张开眼睛───
"
5话 / 2013年11月18日 ",境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～,5,きょうかいのかなた アイドル裁判! ～迷いながらも君を裁く民～,3842,6.5,(866人评分),
"
 12话 / 2016年10月5日 ",动画锻炼！XX,12,あにトレ！XX～ひとつ屋根の下で～,3843,6.5,(452人评分),"最近有一直没有在动的肌肉吗？通过动画一起愉快地运动，流下痛快的汗水吧！,
比前一期更上一层楼的锻炼种目满载！任性而又怕寂寞的新角色出海樱也将登场！,
以偶像为目标的5人+1人的可爱角色们和你一起锻炼，令人在意的体脂肪率再加一季度下降10000%……！？"
"
1话 / 2016年7月22日 / Mike Thurmeier / Galen T. Chu ",冰川时代5：星际碰撞,1,Ice Age: Collision Course,3844,6.2,(101人评分),"Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, high and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters as well as a new enemy who is a brother to one of their old foes."
"
1话 / 2019年7月12日 / Jon Favreau ",狮子王,1,The Lion King,3846,6.3,(110人评分),Live-action re-imagining of the 1994 Walt Disney classic The Lion King.
"
12话 / 2018年10月5日 / 金田陽介（講談社「週刊少年マガジン」連載中） ",寄宿学校的朱丽叶,12,寄宿学校のジュリエット,3847,6.5,(902人评分),"两人之间的恋爱，是秘密——。,
寄宿学校，达利亚学园。伫立在孤岛的这个名门学校中，聚集了敌对两国的学生，每一天他们都在持续着互相的斗争……,
就在这种状况下，东和国专用公寓的一年级生领袖——犬冢露壬雄，与威斯特公国专用公寓的一年级生领袖——朱丽叶·贝尔西亚，其实是对秘密的情侣！,
由于犬冢的告白而开始的这份恋情，无论对学园中的任何人！绝对！！！无论发生任何情况！！！都不能暴露！！！,
绝对不能被发现的学园恋爱喜剧，开幕！！！"
"
52话 / 2018年4月2日 / 加藤敏幸 / 高橋陽一「キャプテン翼」（ジャンプ コミックス / 集英社） / 渡辺はじめ ",足球小将,52,キャプテン翼,3848,6.3,(136人评分),"2018年《足球小将》将再度让世界沸腾！,
本作品描述转学进入南葛小学的天才足球少年大空翼，在与若林源三、日向小次郎等来自全国的对手们的战斗中，逐渐成长蜕变为独挡一面的足球运动员。《足球小将》爽朗的故事与个性丰富的人物，以及充满震撼任谁都想加以模仿的各种美技，瞬时一跃成为人气漫画。其人气飘洋过海在世界上掀起《足球小将》的热潮。"
"
1话 / 2010年5月1日 / 多田俊介 / 野村美月「“文学少女”シリーズ」（ファミ通文庫/エンターブレイン刊） / 松本圭太 ",文学少女 剧场版,1,劇場版“文学少女”,3849,6.5,(1237人评分),"ぼくはあの日、真っ白な木蓮の木の下で、彼女に出会ってしまった――,
入学したばかりの新入生、井上心葉は、白い花を満開に,
咲かせた、大きな木蓮の木の下で本を読んでいる女生徒を見つける。その光景に見とれていると、少女は何と本のページを破り食べ始める。驚く心葉、その少女、遠子は「今日からきみは文芸部に入りなさい―」と強引に入部させてしまう。それから一年経ったある日。遠子の「おやつ」の為に設置した「恋愛相談ポスト」に一通の手紙が…。ここから物語は急転直下のミステリアスな学園物語へと展開し、遠子、心葉を中心に、様々な登場人物達の物語が紡がれていく。"
"
1话 / 2008年12月13日 / 阿部記之 / 工藤昌史 ",死神剧场版 消逝于黑暗中 呼唤着你的名字,1,劇場版BLEACH Fade to Black 君の名を呼ぶ,3850,6.5,(487人评分),"——现在，渐渐明了的是露琪亚的过去 那封闭於『记忆之暗』中的『真实』。,
　　在实验室里工作的涅被像镰刀一样的东西袭击，身体产生了异变。 涅突然像疯了似的，没有缘由地乱敲试验装置的操作盘。 於是，一瞬间瀞灵廷被灵子云所覆盖，死神们都准备去联络涅。,
　　当剑八冲进涅的实验室时，发生了巨大的灵子爆炸。 然后，瀞灵廷被破坏了。,
　　露琪亚惊愕地在远处发现了瀞灵廷被破坏，在她面前出现了某个影子。 那个影子向露琪亚斩下镰刀，露琪亚的身体（心）之中像是有什麼东西消失了……,
　　同时，现世中感觉到异变的一护去找浦原。一护从浦原那裏听到了「瀞灵廷被破坏」的消息，便和魂一同去尸魂界。,
　　在崩坏的净灵廷中等待著一护的，是消除了和一护相关记忆的恋次等人。不仅仅是一护的事情，连露琪亚的事情都消失了。 在死神面前虚化的一护，被当成了破坏净灵廷的犯人追杀……。,
　　尸魂界里到底发生了什麼？ 谜之两个黑影的真实身份是？ 露琪亚去了哪里？ 一护孤独的战斗开始了……。 ,
,
----------------------------------------------------,
,
实验室にいたマユリが何者かに镰のようなもので袭われ、マユリに异变が。 突然我を忘れ暴走するマユリは、实验装置の操作盘を无茶苦茶に叩く。,
　　すると、一瞬で瀞灵廷が灵子の云に覆われ、死神达を茧に络めとっていく。,
　　驱けつけた剑八がマユリの实验室に突っ迂んだ时、 ひと际巨大な灵子爆发が起こった。 そして瀞灵廷は坏灭した。,
　　瀞灵廷坏灭を远くで目击し、惊愕に目を见开くルキアの前に现れる影。 ルキアに镰が振るわれ、ルキアの中の何かが消えていく･･･。,
　　同じころ、现世で异变を感じた一护は浦原商店へ向かう。 そして浦原から「瀞灵廷坏灭」を闻かされ、 コンと共にソウル・ソサエティへ。,
　　崩れ落ちた瀞灵廷で一护を待ち受けていたのは 一护に关する记忆がなくなった恋次たちだった。 しかも一护だけでなく、ルキアのことも皆の记忆から消えていた。 图らずも死神达の前でホロウ化した一护は、 瀞灵廷坏灭の犯人として追われることに･･･。,
　　ソウル・ソサエティで何が起こったのか？ 谜の2つの影の正体は？ ルキアはどこへ行ったのか？"
"
14话 / 2007年1月19日 / 石平信司 / 今井秋芳 / 中井準 ",东京魔人学园剑风帖 龙龙,14,東京魔人學園剣風帖 龖,3851,6.3,(158人评分),"　　《东京魔人学园剑风贴》是东京魔人学园传奇系列的第一部作品，游戏在1998年6月16日发售，以电子小说方式表示的AVG部分，也含有传统战棋类SLG战斗部分。故事以东京新宿的真神学园为舞台，讲述持有特殊“力量”的少年少女们的故事，他们一方面因为这样的力量而烦恼，另一方面和和伙伴们运用“力量”和妖魔作战，解决各种各样的事情，揭发存在于现世的黑暗。《东京魔人学园》系列曾风靡PS时代，2004年在PS2上发售了最新一作《东京魔人学园外法帖血风录》，此后暂时没有新作问世。,
　　动画的故事发生在东京的新宿。一切就像受到了某种力量的引导一样，故事的主人公绯勇龙麻转校来到了真神学园，并遇到了剑道部的蓬莱寺京一、摔交部的醍醐雄矢、弓道部的樱井小莳以及学生会会长美里葵。众人由于受到了“龙脉”的影响，各自体内的未知力量开始觉醒了。同样受到龙脉影响的名为“鬼”的异形也出现在了东京，并被某个神秘的对东京有企图的黑手所操纵。为了保护东京，也为了各自所背负的宿命，龙麻等人决定去面对即将发生的一切。,
　　“龖”亦作“龍龍”，日文读作“とう”，汉语读作“dá”，意为双龙腾飞。,
"
"
12话 / 2011年4月1日 ",X战警,12,X-MEN,3852,6,(55人评分),Marvel作品动画化第三弹。
"
13话 / 2004年10月2日 / 元永慶太郎 / AQUAPLUS（アクアプラス） ",Toheart 回忆永恒,13,ToHeart Remember my memories,3853,6.3,(150人评分),"たくさんの時間が、オレたちの周りを駆け抜けていった。それは、時に優しく、時に激しく。時に冷たく――でもやがて、暖かく。,
めぐり来る季節は彩を重ね、オレたちもそれに包まれて、少しずつ変わりはじめていた。,
「あっという間だね……もう、三年生なんだよ」,
隣に並んで立つ、幼なじみのあかり。,
変わらないいつもの笑顔でさえ、どこか違って見える。,
それぞれの夢を持って、歩きはじめた仲間たち。,
動きつづける時間。新しい出会いと……別れ。,
いつまでも……変わらずにはいられない。,
そんな時。,
オレは……『彼女』と再会した――。,
浩之とあかりが高校二年生だったあの場面から季節は,
巡り、再び春が訪れた高校三年生が舞台。,
彼らはどんな生活を送っているのでしょうか──。,
完全新作オリジナルストーリーで贈る,
『ToHeart Remenber my memories』。"
